,발행기관,표준코드,채권종류,종목명,상장일,발행일,상환일,표면이자율,발행금액 (백만),상장잔액 (백만),채권유형
,한국자산관리공사,KR352503GC67,사회적채권,한국자산관리공사채권제58회5006-28(사),"2022/06/29","2022/06/28","2027/06/28","4.00200","60,000","60,000",특수채
,미래에셋캐피탈,KR6082971B88,지속가능채권,미래에셋캐피탈51-1(지),"2021/08/09","2021/08/06","2023/08/04","1.76500","50,000","50,000",회사채
,미래에셋캐피탈,KR6082972B87,지속가능채권,미래에셋캐피탈51-2(지),"2021/08/09","2021/08/06","2024/08/06","1.99600","30,000","30,000",회사채
,미래에셋캐피탈,KR6082973B86,지속가능채권,미래에셋캐피탈51-3(지),"2021/08/09","2021/08/06","2026/08/06","2.16200","20,000","20,000",회사채
,한국철도공사,KR354601GB40,녹색채권,한국철도공사198(녹),"2021/04/15","2021/04/14","2026/04/14","1.71500","150,000","150,000",특수채
,한국철도공사,KR354602GB49,녹색채권,한국철도공사199(녹),"2021/04/15","2021/04/14","2031/04/14","2.10600","50,000","50,000",특수채
,한국철도공사,KR354603GB48,녹색채권,한국철도공사200(녹),"2021/04/15","2021/04/14","2051/04/14","2.19000","100,000","100,000",특수채
,미래에셋생명,KR6085621B44,지속가능채권,미래에셋생명보험2(후)(지),"2021/04/29","2021/04/29","2031/04/29","3.90000","300,000","300,000",회사채
,롯데렌탈,KR6089861B94,녹색채권,롯데렌탈55-1(녹),"2021/09/09","2021/09/09","2024/09/09","1.97300","110,000","110,000",회사채
,롯데렌탈,KR6089861C10,녹색채권,롯데렌탈56-1(녹),"2022/01/26","2022/01/26","2025/01/24","2.93300","253,000","253,000",회사채
,롯데렌탈,KR6089861C44,녹색채권,롯데렌탈57-2(녹),"2022/04/14","2022/04/14","2025/04/14","3.95900","160,000","160,000",회사채
,롯데렌탈,KR6089862B28,녹색채권,롯데렌탈54-2(녹),"2021/02/26","2021/02/26","2026/02/26","1.85900","120,000","120,000",회사채
,롯데렌탈,KR6089862B93,녹색채권,롯데렌탈55-2(녹),"2021/09/09","2021/09/09","2026/09/09","2.25000","150,000","150,000",회사채
,롯데렌탈,KR6089862C19,녹색채권,롯데렌탈56-2(녹),"2022/01/26","2022/01/26","2027/01/26","3.11700","107,000","107,000",회사채
,롯데렌탈,KR6089862C43,녹색채권,롯데렌탈57-1(녹),"2022/04/14","2022/04/14","2024/04/12","3.91000","140,000","140,000",회사채
,롯데렌탈,KR6089863B27,녹색채권,롯데렌탈54-3(녹),"2021/02/26","2021/02/26","2028/02/25","2.48600","70,000","70,000",회사채
,롯데렌탈,KR6089863B92,녹색채권,롯데렌탈55-3(녹),"2021/09/09","2021/09/09","2028/09/08","2.66300","40,000","40,000",회사채
,롯데렌탈,KR6089863C18,녹색채권,롯데렌탈56-3(녹),"2022/01/26","2022/01/26","2029/01/26","3.25200","50,000","50,000",회사채
,경기주택도시공사,KR353601GC33,녹색채권,경기주택도시공사22-03-44(녹),"2022/03/21","2022/03/18","2024/03/18","2.29100","70,000","70,000",특수채
,경기주택도시공사,KR353601GC66,사회적채권,경기주택도시공사22-06-45(사),"2022/06/09","2022/06/08","2025/06/08","3.72100","50,000","50,000",특수채
,경기주택도시공사,KR353601GC74,사회적채권,경기주택도시공사22-07-46(사),"2022/07/29","2022/07/28","2024/07/28","4.08900","70,000","70,000",특수채
,대구도시공사,KR353201GC11,지속가능채권,대구도시공사2022-01(지),"2022/01/26","2022/01/25","2027/01/25","2.71500","20,000","20,000",특수채
,애큐온캐피탈,KR6095231C28,지속가능채권,애큐온캐피탈164(지),"2022/02/09","2022/02/08","2024/02/08","3.34600","25,000","25,000",회사채
,애큐온캐피탈,KR6095231C36,지속가능채권,애큐온캐피탈165-1(지),"2022/03/15","2022/03/14","2023/09/14","3.19600","10,000","10,000",회사채
,애큐온캐피탈,KR6095232C35,지속가능채권,애큐온캐피탈165-2(지),"2022/03/15","2022/03/14","2024/03/14","5.53100","10,000","10,000",회사채
,애큐온캐피탈,KR6095233B27,지속가능채권,애큐온캐피탈151-1(지),"2021/02/22","2021/02/19","2024/05/16","2.34400","20,000","20,000",회사채
,애큐온캐피탈,KR6095233C42,지속가능채권,애큐온캐피탈166-1(지),"2022/04/18","2022/04/15","2024/04/15","5.16400","10,000","10,000",회사채
,애큐온캐피탈,KR6095234B26,지속가능채권,애큐온캐피탈151-2(지),"2021/02/22","2021/02/19","2024/05/17","2.34400","50,000","50,000",회사채
,애큐온캐피탈,KR6095234C41,지속가능채권,애큐온캐피탈166-2(지),"2022/04/18","2022/04/15","2024/04/15","4.35500","5,000","5,000",회사채
,애큐온캐피탈,KR6095235B25,지속가능채권,애큐온캐피탈151-3(지),"2021/02/22","2021/02/19","2024/08/16","2.38500","10,000","10,000",회사채
,애큐온캐피탈,KR6095235C40,지속가능채권,애큐온캐피탈167-1(지),"2022/04/19","2022/04/18","2023/10/18","4.09000","10,000","10,000",회사채
,애큐온캐피탈,KR6095236B24,지속가능채권,애큐온캐피탈151-4(지),"2021/02/22","2021/02/19","2024/08/19","2.38500","60,000","60,000",회사채
,애큐온캐피탈,KR6095236C49,지속가능채권,애큐온캐피탈167-2(지),"2022/04/19","2022/04/18","2024/04/18","4.40900","40,000","40,000",회사채
,애큐온캐피탈,KR6095237C48,지속가능채권,애큐온캐피탈167-3(지),"2022/04/19","2022/04/18","2024/10/18","4.57000","20,000","20,000",회사채
,애큐온캐피탈,KR6095238C47,지속가능채권,애큐온캐피탈168(지),"2022/04/27","2022/04/26","2024/04/26","4.28300","20,000","20,000",회사채
,애큐온캐피탈,KR6095239C46,지속가능채권,애큐온캐피탈169(지),"2022/04/28","2022/04/27","2024/04/26","4.15600","20,000","20,000",회사채
,현대커머셜,KR6095922B56,지속가능채권,현대커머셜406-1(지),"2021/05/27","2021/05/26","2022/11/25","1.08600","70,000","70,000",회사채
,현대커머셜,KR6095923A80,지속가능채권,현대커머셜383-3(지),"2020/08/25","2020/08/24","2023/08/24","1.59900","140,000","140,000",회사채
,현대커머셜,KR6095923B55,지속가능채권,현대커머셜406-2(지),"2021/05/27","2021/05/26","2023/05/25","1.28700","30,000","30,000",회사채
,현대커머셜,KR6095924B54,지속가능채권,현대커머셜406-3(지),"2021/05/27","2021/05/26","2023/05/26","1.28700","20,000","20,000",회사채
,현대커머셜,KR6095925B53,지속가능채권,현대커머셜406-4(지),"2021/05/27","2021/05/26","2024/05/23","1.56400","10,000","10,000",회사채
,현대커머셜,KR6095926B52,지속가능채권,현대커머셜406-5(지),"2021/05/27","2021/05/26","2024/05/24","1.56400","20,000","20,000",회사채
,엔에이치농협캐피탈,KR6097241B72,지속가능채권,엔에이치농협캐피탈166-1(지),"2021/07/22","2021/07/21","2024/01/19","1.80600","40,000","40,000",회사채
,엔에이치농협캐피탈,KR6097241BA2,사회적채권,엔에이치농협캐피탈171-1(사),"2021/10/19","2021/10/18","2022/10/18","1.81100","30,000","30,000",회사채
,엔에이치농협캐피탈,KR6097241C48,사회적채권,엔에이치농협캐피탈177-1(사),"2022/04/13","2022/04/12","2024/03/29","3.52200","20,000","20,000",회사채
,엔에이치농협캐피탈,KR6097241C71,녹색채권,엔에이치농협캐피탈183-1(녹),"2022/07/11","2022/07/08","2023/07/07","4.23300","10,000","10,000",회사채
,엔에이치농협캐피탈,KR6097241C89,사회적채권,엔에이치농협캐피탈186-1(사),"2022/08/02","2022/08/01","2023/08/01","4.42900","100,000","100,000",회사채
,엔에이치농협캐피탈,KR6097242B71,지속가능채권,엔에이치농협캐피탈166-2(지),"2021/07/22","2021/07/21","2024/07/19","1.87400","30,000","30,000",회사채
,엔에이치농협캐피탈,KR6097242BA0,사회적채권,엔에이치농협캐피탈171-2(사),"2021/10/19","2021/10/18","2023/04/18","2.02900","30,000","30,000",회사채
,엔에이치농협캐피탈,KR6097242C47,사회적채권,엔에이치농협캐피탈177-2(사),"2022/04/13","2022/04/12","2024/04/12","3.54000","60,000","60,000",회사채
,엔에이치농협캐피탈,KR6097242C70,녹색채권,엔에이치농협캐피탈183-2(녹),"2022/07/11","2022/07/08","2024/07/08","4.35000","10,000","10,000",회사채
,엔에이치농협캐피탈,KR6097243B70,지속가능채권,엔에이치농협캐피탈166-3(지),"2021/07/22","2021/07/21","2026/07/21","2.08400","30,000","30,000",회사채
,엔에이치농협캐피탈,KR6097243BA8,사회적채권,엔에이치농협캐피탈171-3(사),"2021/10/19","2021/10/18","2024/04/18","2.31400","40,000","40,000",회사채
,엔에이치농협캐피탈,KR6097243C46,사회적채권,엔에이치농협캐피탈177-3(사),"2022/04/13","2022/04/12","2025/04/11","3.74800","20,000","20,000",회사채
,엔에이치농협캐피탈,KR6097243C79,녹색채권,엔에이치농협캐피탈184-1(녹),"2022/07/27","2022/07/26","2023/07/26","4.45400","40,000","40,000",회사채
,엔에이치농협캐피탈,KR6097244C78,녹색채권,엔에이치농협캐피탈184-2(녹),"2022/07/27","2022/07/26","2024/07/26","4.52900","20,000","20,000",회사채
,엔에이치농협캐피탈,KR6097245C77,사회적채권,엔에이치농협캐피탈185(사),"2022/07/28","2022/07/27","2027/07/27","4.60700","20,000","20,000",회사채
,CJ제일제당,KR6097953B96,사회적채권,씨제이제일제당27-3(사),"2021/09/14","2021/09/14","2031/09/12","2.37400","60,000","60,000",회사채
,부산항만공사,KR352301GBA9,사회적채권,부산항만공사34-1(사),"2021/10/12","2021/10/08","2024/10/08","1.89000","20,000","20,000",특수채
,부산항만공사,KR352302GBA7,사회적채권,부산항만공사34-2(사),"2021/10/12","2021/10/08","2051/10/08","2.38900","50,000","50,000",특수채
,부산항만공사,KR352304GBA3,사회적채권,부산항만공사35-1(사),"2021/10/18","2021/10/15","2026/10/15","2.29500","60,000","60,000",특수채
,부산항만공사,KR352305GBA0,사회적채권,부산항만공사35-2(사),"2021/10/18","2021/10/15","2051/10/15","2.39800","70,000","70,000",특수채
,KB금융,KR6105561AA5,지속가능채권,KB금융지주 조건부자본증권(상)4-1(지),"2020/10/20","2020/10/20","9999/12/31","3.00000","435,000","435,000",회사채
,KB금융,KR6105562AA3,지속가능채권,KB금융지주 조건부자본증권(상)4-2(지),"2020/10/20","2020/10/20","9999/12/31","3.28000","65,000","65,000",회사채
,KB금융,KR6105562B58,녹색채권,KB금융지주 조건부자본증권(상)6-2(녹),"2021/05/28","2021/05/28","9999/12/31","3.60000","110,000","110,000",회사채
,중진공,KR351601GB20,사회적채권,중소벤처기업진흥채권715(사),"2021/03/08","2021/02/01","2024/02/01","1.08800","160,000","160,000",특수채
,중진공,KR351601GB38,사회적채권,중소벤처기업진흥채권718(사),"2021/03/31","2021/03/04","2026/03/04","1.54800","150,000","150,000",특수채
,중진공,KR351601GB46,사회적채권,중소벤처기업진흥채권722(사),"2021/04/07","2021/04/01","2026/04/01","1.75200","210,000","210,000",특수채
,중진공,KR351601GB53,사회적채권,중소벤처기업진흥채권726(사),"2021/05/17","2021/05/12","2024/05/10","1.26400","120,000","120,000",특수채
,중진공,KR351601GB61,사회적채권,중소벤처기업진흥채권729(사),"2021/06/02","2021/06/01","2026/06/01","1.89700","190,000","190,000",특수채
,중진공,KR351601GB79,사회적채권,중소벤처기업진흥채권733(사),"2021/07/05","2021/07/02","2026/07/02","1.92100","230,000","230,000",특수채
,중진공,KR351601GB87,사회적채권,중소벤처기업진흥채권737(사),"2021/08/23","2021/08/20","2026/08/20","1.78500","130,000","130,000",특수채
,중진공,KR351601GB95,사회적채권,중소벤처기업진흥채권739(사),"2021/09/07","2021/09/06","2024/09/06","1.59100","140,000","140,000",특수채
,중진공,KR351601GBA3,사회적채권,중소벤처기업진흥채권744(사),"2021/10/27","2021/10/21","2026/10/21","2.31700","140,000","140,000",특수채
,중진공,KR351601GBB1,사회적채권,중소벤처기업진흥채권748(사),"2021/11/12","2021/11/11","2026/11/11","2.29400","190,000","190,000",특수채
,중진공,KR351601GC29,사회적채권,중소벤처기업진흥채권754(사),"2022/02/14","2022/02/11","2025/02/11","2.48500","260,000","260,000",특수채
,중진공,KR351601GC37,사회적채권,중소벤처기업진흥채권758(사),"2022/03/07","2022/03/04","2025/03/04","2.47000","130,000","130,000",특수채
,중진공,KR351601GC45,사회적채권,중소벤처기업진흥채권765(사),"2022/04/11","2022/04/08","2025/04/08","3.13900","120,000","120,000",특수채
,중진공,KR351601GC52,사회적채권,중소벤처기업진흥채권773(사),"2022/05/16","2022/05/13","2027/05/12","3.33900","220,000","220,000",특수채
,중진공,KR351601GC60,사회적채권,중소벤처기업진흥채권777(사),"2022/06/17","2022/06/16","2032/03/30","3.94400","60,000","60,000",특수채
,중진공,KR351601GC78,사회적채권,중소벤처기업진흥채권778(사),"2022/07/13","2022/07/05","2024/07/05","3.74300","90,000","90,000",특수채
,중진공,KR351601GC86,사회적채권,중소벤처기업진흥채권784(사),"2022/08/18","2022/08/17","2024/08/16","3.52500","60,000","60,000",특수채
,중진공,KR351601GC94,사회적채권,중소벤처기업진흥채권786(사),"2022/09/07","2022/09/06","2024/09/06","4.11300","130,000","130,000",특수채
,중진공,KR351602GB29,사회적채권,중소벤처기업진흥채권716(사),"2021/03/08","2021/02/09","2026/02/09","1.44300","200,000","200,000",특수채
,중진공,KR351602GB37,사회적채권,중소벤처기업진흥채권719(사),"2021/03/31","2021/03/11","2026/03/11","1.69300","180,000","180,000",특수채
,중진공,KR351602GB45,사회적채권,중소벤처기업진흥채권723(사),"2021/04/21","2021/04/09","2024/04/09","1.28100","260,000","260,000",특수채
,중진공,KR351602GB52,사회적채권,중소벤처기업진흥채권727(사),"2021/05/27","2021/05/21","2026/05/21","1.79900","160,000","160,000",특수채
,중진공,KR351602GB60,사회적채권,중소벤처기업진흥채권730(사),"2021/06/08","2021/06/07","2024/06/07","1.37000","130,000","130,000",특수채
,중진공,KR351602GB78,사회적채권,중소벤처기업진흥채권734(사),"2021/07/05","2021/07/02","2031/07/02","2.16700","40,000","40,000",특수채
,중진공,KR351602GB86,사회적채권,중소벤처기업진흥채권738(사),"2021/08/27","2021/08/26","2026/08/26","1.84900","160,000","160,000",특수채
,중진공,KR351602GB94,사회적채권,중소벤처기업진흥채권740(사),"2021/09/13","2021/09/10","2026/09/10","1.92100","210,000","210,000",특수채
,중진공,KR351602GBA1,사회적채권,중소벤처기업진흥채권745(사),"2021/11/04","2021/10/29","2024/10/29","2.21600","90,000","90,000",특수채
,중진공,KR351602GBB9,사회적채권,중소벤처기업진흥채권749(사),"2021/11/26","2021/11/25","2026/11/25","2.41000","80,000","80,000",특수채
,중진공,KR351602GC28,사회적채권,중소벤처기업진흥채권755(사),"2022/02/14","2022/02/11","2027/02/11","2.68400","50,000","50,000",특수채
,중진공,KR351602GC36,사회적채권,중소벤처기업진흥채권759(사),"2022/03/07","2022/03/04","2027/03/04","2.67700","110,000","110,000",특수채
,중진공,KR351602GC44,사회적채권,중소벤처기업진흥채권766(사),"2022/04/11","2022/04/08","2027/04/08","3.23300","90,000","90,000",특수채
,중진공,KR351602GC51,사회적채권,중소벤처기업진흥채권772(사),"2022/05/16","2022/05/13","2025/05/13","3.22900","50,000","50,000",특수채
,중진공,KR351602GC77,사회적채권,중소벤처기업진흥채권779(사),"2022/07/13","2022/07/05","2027/07/05","3.78700","30,000","30,000",특수채
,중진공,KR351602GC85,사회적채권,중소벤처기업진흥채권785(사),"2022/08/17","2022/08/16","2029/08/16","3.68800","160,000","160,000",특수채
,중진공,KR351602GC93,사회적채권,중소벤처기업진흥채권787(사),"2022/09/07","2022/09/06","2027/09/06","4.20700","120,000","120,000",특수채
,중진공,KR351603GB28,사회적채권,중소벤처기업진흥채권717(사),"2021/03/08","2021/02/18","2026/02/13","1.44600","170,000","170,000",특수채
,중진공,KR351603GB36,사회적채권,중소벤처기업진흥채권720(사),"2021/03/31","2021/03/23","2031/03/21","2.20600","170,000","170,000",특수채
,중진공,KR351603GB44,사회적채권,중소벤처기업진흥채권724(사),"2021/04/28","2021/04/21","2026/04/21","1.70900","220,000","220,000",특수채
,중진공,KR351603GB51,사회적채권,중소벤처기업진흥채권728(사),"2021/05/27","2021/05/26","2023/05/26","1.06600","180,000","180,000",특수채
,중진공,KR351603GB69,사회적채권,중소벤처기업진흥채권731(사),"2021/06/15","2021/06/14","2026/06/12","1.79400","220,000","220,000",특수채
,중진공,KR351603GB77,사회적채권,중소벤처기업진흥채권735(사),"2021/07/12","2021/07/09","2026/07/09","1.82100","160,000","160,000",특수채
,중진공,KR351603GB93,사회적채권,중소벤처기업진흥채권741(사),"2021/09/23","2021/09/17","2026/09/17","1.93000","280,000","280,000",특수채
,중진공,KR351603GBA9,사회적채권,중소벤처기업진흥채권746(사),"2021/11/04","2021/10/29","2026/10/29","2.47000","130,000","130,000",특수채
,중진공,KR351603GBB7,사회적채권,중소벤처기업진흥채권750(사),"2021/11/26","2021/11/25","2041/11/25","2.49600","80,000","80,000",특수채
,중진공,KR351603GC27,사회적채권,중소벤처기업진흥채권756(사),"2022/02/21","2022/02/18","2024/02/16","2.32900","180,000","180,000",특수채
,중진공,KR351603GC35,사회적채권,중소벤처기업진흥채권760(사),"2022/03/11","2022/03/10","2027/03/10","2.72800","110,000","110,000",특수채
,중진공,KR351603GC43,사회적채권,중소벤처기업진흥채권767(사),"2022/04/13","2022/04/12","2042/04/11","3.40400","100,000","100,000",특수채
,중진공,KR351603GC50,사회적채권,중소벤처기업진흥채권774(사),"2022/05/19","2022/05/18","2025/05/16","3.34200","70,000","70,000",특수채
,중진공,KR351603GC76,사회적채권,중소벤처기업진흥채권780(사),"2022/07/19","2022/07/18","2024/07/18","3.57300","60,000","60,000",특수채
,중진공,KR351603GC92,사회적채권,중소벤처기업진흥채권788(사),"2022/09/22","2022/09/15","2025/09/15","4.14600","160,000","160,000",특수채
,중진공,KR351604GB35,사회적채권,중소벤처기업진흥채권721(사),"2021/03/31","2021/03/25","2026/03/25","1.75100","180,000","180,000",특수채
,중진공,KR351604GB43,사회적채권,중소벤처기업진흥채권725(사),"2021/05/10","2021/04/30","2026/04/30","1.75700","190,000","190,000",특수채
,중진공,KR351604GB68,사회적채권,중소벤처기업진흥채권732(사),"2021/06/25","2021/06/24","2028/06/23","1.99400","100,000","100,000",특수채
,중진공,KR351604GB76,사회적채권,중소벤처기업진흥채권736(사),"2021/07/22","2021/07/21","2026/07/21","1.83200","220,000","220,000",특수채
,중진공,KR351604GB92,사회적채권,중소벤처기업진흥채권742(사),"2021/09/23","2021/09/17","2028/09/15","2.02400","90,000","90,000",특수채
,중진공,KR351604GBA7,사회적채권,중소벤처기업진흥채권747(사),"2021/11/04","2021/10/29","2029/10/29","2.48000","100,000","100,000",특수채
,중진공,KR351604GBB5,사회적채권,중소벤처기업진흥채권(변)751(사),"2021/12/01","2021/11/26","2031/11/26","3.25000","50,000","50,000",특수채
,중진공,KR351604GC26,사회적채권,중소벤처기업진흥채권757(사),"2022/02/21","2022/02/18","2027/02/18","2.68300","140,000","140,000",특수채
,중진공,KR351604GC34,사회적채권,중소벤처기업진흥채권761(사),"2022/03/15","2022/03/14","2025/03/14","2.49600","170,000","170,000",특수채
,중진공,KR351604GC42,사회적채권,중소벤처기업진흥채권768(사),"2022/04/21","2022/04/20","2024/04/19","2.98300","60,000","60,000",특수채
,중진공,KR351604GC59,사회적채권,중소벤처기업진흥채권775(사),"2022/05/19","2022/05/18","2027/05/18","3.46800","160,000","160,000",특수채
,중진공,KR351604GC75,사회적채권,중소벤처기업진흥채권781(사),"2022/07/26","2022/07/25","2024/01/25","3.58000","90,000","90,000",특수채
,중진공,KR351604GC91,사회적채권,중소벤처기업진흥채권789(사),"2022/09/22","2022/09/15","2027/09/13","4.16300","120,000","120,000",특수채
,중진공,KR351605GB91,사회적채권,중소벤처기업진흥채권743(사),"2021/10/01","2021/09/30","2024/09/30","1.75600","170,000","170,000",특수채
,중진공,KR351605GBB2,사회적채권,중소벤처기업진흥채권752(사),"2021/12/01","2021/11/29","2023/11/29","1.96000","130,000","130,000",특수채
,중진공,KR351605GC33,사회적채권,중소벤처기업진흥채권762(사),"2022/03/15","2022/03/14","2042/03/14","2.79800","50,000","50,000",특수채
,중진공,KR351605GC41,사회적채권,중소벤처기업진흥채권769(사),"2022/04/21","2022/04/20","2027/04/20","3.41200","170,000","170,000",특수채
,중진공,KR351605GC58,사회적채권,중소벤처기업진흥채권776(사),"2022/06/08","2022/05/27","2032/03/30","3.38800","60,000","60,000",특수채
,중진공,KR351605GC74,사회적채권,중소벤처기업진흥채권782(사),"2022/07/26","2022/07/25","2042/07/25","3.47300","110,000","110,000",특수채
,중진공,KR351606GC32,사회적채권,중소벤처기업진흥채권763(사),"2022/03/24","2022/03/23","2024/09/23","2.48400","80,000","80,000",특수채
,중진공,KR351606GC40,사회적채권,중소벤처기업진흥채권771(사),"2022/05/03","2022/04/28","2037/04/28","3.31900","100,000","100,000",특수채
,중진공,KR351606GC73,사회적채권,중소벤처기업진흥채권783(사),"2022/07/25","2022/07/22","2027/07/22","3.76800","200,000","200,000",특수채
,중진공,KR351607GC31,사회적채권,중소벤처기업진흥채권764(사),"2022/03/24","2022/03/23","2027/03/23","2.85600","190,000","190,000",특수채
,중진공,KR351607GC49,사회적채권,중소벤처기업진흥채권770(사),"2022/05/03","2022/04/28","2024/04/26","2.92200","80,000","80,000",특수채
,인천항만공사,KR355901GBB1,녹색채권,인천항만공사18(녹),"2021/11/12","2021/11/11","2024/11/11","2.14700","110,000","110,000",특수채
,한국장학재단,KR356001G989,사회적채권,한국장학재단19-7(사),"2019/08/19","2019/08/16","2029/08/16","1.29000","100,000","100,000",특수채
,한국장학재단,KR356001G997,사회적채권,한국장학재단19-11(사),"2019/09/06","2019/09/05","2024/09/05","1.38900","30,000","30,000",특수채
,한국장학재단,KR356001G9B0,사회적채권,한국장학재단19-21(사),"2019/11/15","2019/11/14","2029/11/14","1.86200","40,000","40,000",특수채
,한국장학재단,KR356001G9C8,사회적채권,한국장학재단19-27(사),"2019/12/10","2019/12/09","2022/12/09","1.57900","20,000","20,000",특수채
,한국장학재단,KR356001GA18,사회적채권,한국장학재단20-1(사),"2020/01/22","2020/01/21","2023/01/21","1.59700","50,000","50,000",특수채
,한국장학재단,KR356001GA26,사회적채권,한국장학재단20-2(사),"2020/02/07","2020/02/06","2025/02/06","1.55900","130,000","130,000",특수채
,한국장학재단,KR356001GA34,사회적채권,한국장학재단20-4(사),"2020/03/20","2020/03/19","2030/03/19","1.62300","40,000","40,000",특수채
,한국장학재단,KR356001GA42,사회적채권,한국장학재단20-7(사),"2020/04/08","2020/04/07","2025/04/07","1.51500","30,000","30,000",특수채
,한국장학재단,KR356001GA75,사회적채권,한국장학재단20-12(사),"2020/07/10","2020/07/09","2025/07/09","1.24800","40,000","40,000",특수채
,한국장학재단,KR356001GA83,사회적채권,한국장학재단20-14(사),"2020/08/12","2020/08/11","2023/08/11","0.95200","100,000","100,000",특수채
,한국장학재단,KR356001GA91,사회적채권,한국장학재단20-17(사),"2020/09/09","2020/09/08","2023/09/08","1.11100","50,000","50,000",특수채
,한국장학재단,KR356001GAA3,사회적채권,한국장학재단20-19(사),"2020/10/22","2020/10/21","2030/10/21","1.56400","60,000","60,000",특수채
,한국장학재단,KR356001GAB1,사회적채권,한국장학재단20-21(사),"2020/11/23","2020/11/20","2025/11/20","1.43100","50,000","50,000",특수채
,한국장학재단,KR356001GB25,사회적채권,한국장학재단21-1(사),"2021/02/09","2021/02/08","2023/02/08","0.93400","60,000","60,000",특수채
,한국장학재단,KR356001GB33,사회적채권,한국장학재단21-3(사),"2021/03/10","2021/03/09","2026/03/09","1.64500","80,000","80,000",특수채
,한국장학재단,KR356001GB82,사회적채권,한국장학재단21-5(사),"2021/08/13","2021/08/12","2024/08/12","1.56900","50,000","50,000",특수채
,한국장학재단,KR356001GB90,사회적채권,한국장학재단21-8(사),"2021/09/08","2021/09/07","2026/09/07","1.88700","70,000","70,000",특수채
,한국장학재단,KR356001GBA1,사회적채권,한국장학재단21-11(사),"2021/10/12","2021/10/08","2024/10/08","1.83100","90,000","90,000",특수채
,한국장학재단,KR356001GBB9,사회적채권,한국장학재단21-14(사),"2021/11/12","2021/11/11","2024/11/11","2.04000","70,000","70,000",특수채
,한국장학재단,KR356001GBC7,사회적채권,한국장학재단21-18(사),"2021/12/08","2021/12/07","2023/12/07","1.93500","130,000","130,000",특수채
,한국장학재단,KR356001GC24,사회적채권,한국장학재단22-1(사),"2022/02/11","2022/02/10","2025/02/10","2.43700","50,000","50,000",특수채
,한국장학재단,KR356001GC32,사회적채권,한국장학재단22-3(사),"2022/03/18","2022/03/17","2027/03/17","2.73200","50,000","50,000",특수채
,한국장학재단,KR356001GC40,사회적채권,한국장학재단22-4(사),"2022/04/11","2022/04/08","2032/04/08","3.21400","50,000","50,000",특수채
,한국장학재단,KR356001GC57,사회적채권,한국장학재단22-5(사),"2022/05/16","2022/05/13","2025/05/13","3.13000","70,000","70,000",특수채
,한국장학재단,KR356001GC81,사회적채권,한국장학재단22-6(사),"2022/08/12","2022/08/11","2027/08/11","3.61200","90,000","90,000",특수채
,한국장학재단,KR356001GC99,사회적채권,한국장학재단22-8(사),"2022/09/06","2022/09/05","2025/09/05","4.16400","30,000","30,000",특수채
,한국장학재단,KR356001JBA5,사회적채권,한국장학재단21-12(사),"2021/10/26","2021/10/22","2031/10/22","3.17000","30,000","30,000",특수채
,한국장학재단,KR356002G987,사회적채권,한국장학재단19-8(사),"2019/08/22","2019/08/21","2023/08/21","1.22400","50,000","50,000",특수채
,한국장학재단,KR356002G995,사회적채권,한국장학재단19-12(사),"2019/09/09","2019/09/06","2039/09/06","1.40800","60,000","60,000",특수채
,한국장학재단,KR356002G9A1,사회적채권,한국장학재단19-17(사),"2019/10/22","2019/10/21","2024/10/21","1.60600","100,000","100,000",특수채
,한국장학재단,KR356002G9C7,사회적채권,한국장학재단19-28(사),"2019/12/10","2019/12/09","2024/12/09","1.66500","30,000","30,000",특수채
,한국장학재단,KR356002GA25,사회적채권,한국장학재단20-3(사),"2020/02/27","2020/02/26","2030/02/26","1.52800","20,000","20,000",특수채
,한국장학재단,KR356002GA58,사회적채권,한국장학재단20-11(사),"2020/05/28","2020/05/27","2025/05/27","1.25800","40,000","40,000",특수채
,한국장학재단,KR356002GA74,사회적채권,한국장학재단20-13(사),"2020/07/23","2020/07/22","2025/07/22","1.23600","40,000","40,000",특수채
,한국장학재단,KR356002GA82,사회적채권,한국장학재단20-15(사),"2020/08/21","2020/08/20","2030/08/20","1.47700","50,000","50,000",특수채
,한국장학재단,KR356002GA90,사회적채권,한국장학재단20-18(사),"2020/09/17","2020/09/16","2030/09/16","1.62200","50,000","50,000",특수채
,한국장학재단,KR356002GAA1,사회적채권,한국장학재단20-20(사),"2020/10/28","2020/10/27","2025/10/27","1.31800","100,000","100,000",특수채
,한국장학재단,KR356002GAB9,사회적채권,한국장학재단20-22(사),"2020/11/25","2020/11/24","2023/11/24","1.08600","80,000","80,000",특수채
,한국장학재단,KR356002GB24,사회적채권,한국장학재단21-2(사),"2021/02/17","2021/02/16","2024/02/16","1.07400","70,000","70,000",특수채
,한국장학재단,KR356002GB32,사회적채권,한국장학재단21-4(사),"2021/03/24","2021/03/23","2031/03/23","2.11400","50,000","50,000",특수채
,한국장학재단,KR356002GB81,사회적채권,한국장학재단21-6(사),"2021/08/19","2021/08/18","2023/08/18","1.37900","100,000","100,000",특수채
,한국장학재단,KR356002GB99,사회적채권,한국장학재단21-9(사),"2021/09/16","2021/09/15","2023/09/15","1.50100","30,000","30,000",특수채
,한국장학재단,KR356002GBA9,사회적채권,한국장학재단21-13(사),"2021/10/28","2021/10/27","2026/10/27","2.43700","60,000","60,000",특수채
