순번,인증번호,기술명칭,분류코드,기관명,발급부처,인증확정일,인증만료일
985,GT-20-00826,미세 다공 홀 구조가 적용된 천장형 무풍 에어컨 기술,T020601,삼성전자(주),중소벤처기업부,2020.01.30,2023.01.29
986,GT-20-00831,동작 대기 전력이 없는 내구성이 향상된 대기 전력자동차단 콘센트 회로 제작기술,T020910,아이피테크,중소벤처기업부,2020.01.30,2023.01.29
987,GT-20-00832,대나무섬유 및 극세사를 이용한 테리구조를 가지는 고흡수성 다층타월 제조기술,T070803,주식회사 한신타올공업,환경부,2020.01.30,2023.01.29
988,GT-20-00835,에탄올 베이스 잉크 및 저심도 제판 인쇄 기술을 이용한 포장재 제조기술,T100503,율촌화학(주),농림축산식품부,2020.01.30,2023.01.29
989,GT-17-00192,컴퓨팅 디바이스에서의 전력 관리 기술,T040501,주식회사 삼보컴퓨터,환경부,2017.01.20,2023.01.19
990,GT-17-00191,컨트라스트 및 백라이트 제어에 의한 모니터 전력 절감 기술,T040501,(주)레드스톤시스템,환경부,2017.01.20,2023.01.19
991,GT-16-00170,워터벨트(water Belt) 및 이를 이용한 지반의 침투우수 배수 기술,T100501,삼부토건(주),국토교통부,2016.12.22,2022.12.21
992,GT-16-00178,지능형 도시 교통정보 표지판,T060204,대한민국상이군경회I.T.S사업소,국토교통부,2016.12.22,2022.12.21
993,GT-16-00181,배기구와 냄새 분해판에 구비된 요리 유해가스 제거 기술,T090605,(주)펠리테크,과학기술정보통신부,2016.12.22,2022.12.21
994,GT-16-00166,바이패스식 오일필터 제조기술,T080204,(주)쓰리.알,중소벤처기업부,2016.12.22,2022.12.21
995,GT-16-00184,디밍 기술이 적용된 조립식 LED 전광판 시스템 제조기술,T020703,(주)컴텔싸인,중소벤처기업부,2016.12.22,2022.12.21
996,GT-16-00160,"실외용 LED조명기구의 방수,방습 장치 기술",T020703,(주)선일일렉콤,산업통상자원부,2016.12.22,2022.12.21
997,GT-16-00161,금속제창의 단열성능을 향상시키기 위한 EPS단열재 충전기술,T060401,주식회사 윈가람,국토교통부,2016.12.22,2022.12.21
998,GT-19-00795,전자산업공정의 N2O 및 NF3 폐가스 동시 처리 시스템기술,T020204,엠에이티플러스(주),환경부,2019.12.19,2022.12.18
999,GT-19-00790,그린카용 기능 통합형 경량화 제어장치 설계 기술,T050101,(주)와이즈오토모티브,중소벤처기업부,2019.12.19,2022.12.18
1000,GT-19-00800,분리판을 적용하여 방열 효율을 높인 LED 투광기 제조 기술,T020703,(주)디앤지라이텍,환경부,2019.12.19,2022.12.18
1001,GT-19-00792,유해물질 함량을 저감하고 방염성과 흡음성능을 향상시킨 목재제품 생산기술,T100503,지에스산건(주),중소벤처기업부,2019.12.19,2022.12.18
1002,GT-19-00807,LED25W 표준모듈에 적용가능한 빛 공해 방지 안전가이드 기술,T020703,로드라이트,중소벤처기업부,2019.12.19,2022.12.18
1003,GT-19-00793,재활용 합성수지를 이용한 나무여과상자 제조기술,T030804,주식회사 리드코,환경부,2019.12.19,2022.12.18
1004,GT-19-00791,서식처 지도 작성을 위한 대형 무척추동물 군집 변화 예측 기술,T100601,(주)한국연안환경생태연구소,해양수산부,2019.12.19,2022.12.18
1005,GT-19-00804,속건성 원단가공장치를 이용한 의류 제조원가 절감 기술,T080205,비전실업,과학기술정보통신부,2019.12.19,2022.12.18
1006,GT-19-00794,미서기 창의 단열성능 향상을 위한 창짝 단열 결합기술,T060401,(주)유니크시스템,국토교통부,2019.12.19,2022.12.18
1007,GT-19-00799,전자산업공정의 N2O 및 NF3 폐가스 동시 처리 시스템기술,T020204,고등기술연구원연구조합,환경부,2019.12.19,2022.12.18
1008,GT-19-00796,능동적 대기전력 절감 기술을 적용한 대기전력 제어기술,T040601,사단법인 나너우리,중소벤처기업부,2019.12.19,2022.12.18
1009,GT-19-00802,건물의 실 및 부하별 에너지 통합관리를 통한 에너지 절감기술,T040502,화인시스템(주),중소벤처기업부,2019.12.19,2022.12.18
1010,GT-19-00797,네트워크 신호를 이용한 에너지 절감 컴퓨터 기술,T040501,(주)기린,중소벤처기업부,2019.12.19,2022.12.18
1011,GT-19-00798,입력이미지 변조를 이용한 에너지 절감 모니터 기술,T040501,(주)기린,중소벤처기업부,2019.12.19,2022.12.18
1012,GT-19-00806,표준화규격을 적용한 실시간 네트워크 오디오 전송기술,T041404,(주)에이디엠,과학기술정보통신부,2019.12.19,2022.12.18
1013,GT-19-00801,윈도우 응용 프로세스 사용의 변화에 따라 제어되는 PC전력 관리기술,T040501,서평테크(주),중소벤처기업부,2019.12.19,2022.12.18
1014,GT-19-00803,수평교반 이송장치를 이용한 에너지 절감형 퇴비화 기술 ,T100403,(주)우신이엔지,환경부,2019.12.19,2022.12.18
1015,GT-19-00805,내열자기 중간 파쇄물을 재활용한 내열자기 생산 기술,T100302,주식회사 네오플램,환경부,2019.12.19,2022.12.18
1016,GT-16-00145,수성 코팅액을 이용한 2중 구조 택배 운송장 제조기술,T080203,태일기업,환경부,2016.12.01,2022.11.30
1017,GT-16-00144,황마섬유 폴리머 모르타르와 나노메탈 함유 표면 보호재를 이용한 콘크리트 보수·보호 공법 (ECOTECT),T100503,(주)삼주에스엠씨,국토교통부,2016.12.01,2022.11.30
1018,GT-16-00147,열교환기의 폐열을 이용한 에너지 절약형 폐냉매의 고순도 분리정제 기술,T100302,(주)오운알투텍,환경부,2016.12.01,2022.11.30
1019,GT-16-00154,고체에어로졸 자동소화장치용 소화약제의 유해물질 대체 기술,T080101,고려화공(주),중소벤처기업부,2016.12.01,2022.11.30
1020,GT-16-00156,방열구조 컨트롤 LED 조명장치 제조기술,T020701,(주)일광조명,중소벤처기업부,2016.12.01,2022.11.30
1021,GT-16-00149,이온성 액체(Ionic liquid)를 활용한 세정제 제조 기술,T080204,벡스인터코퍼레이션(주),중소벤처기업부,2016.12.01,2022.11.30
1022,GT-16-00148,방열기능을 갖는 방수형 LED 등기구 제작기술,T020703,(주)미동이엔씨,중소벤처기업부,2016.12.01,2022.11.30
1023,GT-16-00157,열교차단재로 레일프레임을 분리하여 단열성능이 향상된 미서기창 구조체 제작기술,T100503,(주)신창산업,환경부,2016.12.01,2022.11.30
1024,GT-16-00150,감압 중합방식에 의한 에멀젼형 고분자응집제 제조기술,T080204,에스엔에프코리아 (주) 울산공장,환경부,2016.12.01,2022.11.30
1025,GT-19-00781,실시간 전력사용량과 CPU사용률을 이용한 PC 소비전력 및 대기전력 저감기술,T020910,(주)주연테크,환경부,2019.11.14,2022.11.13
1026,GT-19-00789,일체형EPP 보온재를 적용한 동파방지용 수도계량기 보호통 개선기술 ,T100503,태화금속,환경부,2019.11.14,2022.11.13
1027,GT-19-00778,다수의 존으로 구성된 지중열교환기를 사용하는 지열원 히트펌프 냉난방 시스템의 운전제어 기술,T010801,(주)티이엔,중소벤처기업부,2019.11.14,2022.11.13
1028,GT-19-00783,해양 및 연약지반 혼합처리 개량공법용 고화재 제조기술 ,T100302,(주)지안산업,환경부,2019.11.14,2022.11.13
1029,GT-19-00784,해양 및 연약지반 혼합처리 개량공법용 고화재 제조기술 ,T100302,주식회사 대웅,환경부,2019.11.14,2022.11.13
1030,GT-19-00780,방열 성능이 우수한 코팅 조성물을 방열판에 적용한 LED 조명 제조기술,T020703,(주) 케이알이엠에스,산업통상자원부,2019.11.14,2022.11.13
1031,GT-19-00775,전방위카메라와 블루투스네트워크 기반형 주차안내 및 스마트 조명 시스템,T040801,주식회사 루테크,과학기술정보통신부,2019.11.14,2022.11.13
1032,GT-19-00782,해양 및 연약지반 혼합처리 개량공법용 고화재 제조기술 ,T100302,(주)씨엠디기술단,환경부,2019.11.14,2022.11.13
1033,GT-19-00773,염가공 공정 에너지 절감형 기능성 편성물 생산기술,T070802,(주)엘에스케이화인텍스,환경부,2019.11.14,2022.11.13
1034,GT-19-00774,워터벨트(Water Belt) 및 이를 이용한 지반의 침투우수 배수기술,T100501,세기엔지니어링,국토교통부,2019.11.14,2022.11.13
1035,GT-19-00785,쇠비름을 이용한 건강기능성식품 개별인정 원료 제조 기술,T070502,고려제약(주),농림축산식품부,2019.11.14,2022.11.13
1036,GT-19-00779,폴리프로필렌(PP)에 에틸렌비닐아세테이트(EVA)가 코팅된 건축공사용 수직보호망 제조 기술,T080203,(주)소래,과학기술정보통신부,2019.11.14,2022.11.13
1037,GT-19-00777,기밀성 향상 창짝 스토퍼 적용을 통한 에너지효율 향상 창호 제조기술,T100503,(주)경화창호산업,중소벤처기업부,2019.11.14,2022.11.13
1038,GT-19-00776,실외기의 응축열을 활용하여 제습효율을 높인 항온항습기술,T060403,한국공조기술개발(주),환경부,2019.11.14,2022.11.13
1039,GT-19-00786,성형성 및 단열성이 우수한 열반사 단열재 제조기술 ,T060401,태민산업주식회사,환경부,2019.11.14,2022.11.13
1040,GT-19-00787,하수슬러지와 톱밥 혼합물의 펠릿 생산기술,T100402,(주)진에너텍,환경부,2019.11.14,2022.11.13
1041,GT-19-00788,방열성을 향상시켜 효율을 높인 방열기술,T020908,(주)모일,중소벤처기업부,2019.11.14,2022.11.13
1042,GT-16-00142,개스킷 적층구조의 LED 엣지조명 제조 기술,T020701,주식회사 뭉클,중소벤처기업부,2016.11.03,2022.11.02
1043,GT-16-00139,플리커-프리 기능을 갖는 LED 컨버터를 적용한 LED조명기구 제조 기술,T020701,(주)유환,중소벤처기업부,2016.11.03,2022.11.02
1044,GT-16-00140,제조공정의 공기압축기 시스템에 적용되는 통합제어 기술을 활용한 공압에너지관리시스템 기술,T040502,에스피앤지(주),중소벤처기업부,2016.11.03,2022.11.02
1045,GT-16-00135,폐조개를 활용한 고반사 차열성 노면온도 저감기술,T060107,(주)엔씨원,국토교통부,2016.11.03,2022.11.02
1046,GT-16-00133,연속식 필라멘트 와인딩공법에 의한 유리섬유강화플라스틱(GRP) 파이프 생산 제조 기술,T030901,(주)한국화이바,환경부,2016.11.03,2022.11.02
1047,GT-16-00141,고밀도 프로파일과 첨가제를 이용하여 수밀과 강성을 향상시킨 하수관 제조기술,T030901,(주)동원프라스틱,환경부,2016.11.03,2022.11.02
1048,GT-19-00749,"에너지 저감을 위한 공기세정 일체형 MBR(SJMBR, SEOJIN Membrane Bio Reactor) 하·폐수 처리기술",T030801,주식회사 서진에너지,환경부,2019.10.17,2022.10.16
1049,GT-19-00764,하․폐수 처리수의 재이용을 위한 용존오존부상 공법,T030802,(주)미시간기술,환경부,2019.10.17,2022.10.16
1050,GT-19-00765,하․폐수 처리수의 재이용을 위한 용존오존부상 공법,T030802,(주)에이치제이중공업,환경부,2019.10.17,2022.10.16
1051,GT-19-00763,클라우드 기반의 자동 압축 동기화에 의한 공간압축 소프트웨어기술,T040603,(주)테트라,과학기술정보통신부,2019.10.17,2022.10.16
1052,GT-19-00752,단위 모듈 감시가 가능한 태양광 진단 기술,T010105,보국전기공업(주),중소벤처기업부,2019.10.17,2022.10.16
1053,GT-19-00754,이중지압판과 파형주름관이 피복된 유닛쏘일네일링과 옹벽의 일체화 보강을 통한 건설폐기물 저감기술,T100303,삼부토건(주),국토교통부,2019.10.17,2022.10.16
1054,GT-19-00750,암반에서 확공을 이용한 앵커의 친환경공정 기술,T100502,(주)세종이엔씨,국토교통부,2019.10.17,2022.10.16
1055,GT-19-00755,이중지압판과 파형주름관이 피복된 유닛쏘일네일링과 옹벽의 일체화 보강을 통한 건설폐기물 저감기술,T100303,한신공영(주),국토교통부,2019.10.17,2022.10.16
1056,GT-19-00756,이중지압판과 파형주름관이 피복된 유닛쏘일네일링과 옹벽의 일체화 보강을 통한 건설폐기물 저감기술,T100303,지반이엔씨 (주),국토교통부,2019.10.17,2022.10.16
1057,GT-19-00751,실내오염물질 제거 기능을 갖는 열회수형 환기시스템 기술,T100702,(주)경동나비엔,환경부,2019.10.17,2022.10.16
1058,GT-19-00753,탁도 정화 기능을 적용한 스테인레스 물탱크 제조기술,T030701,(주)현진기업,농림축산식품부,2019.10.17,2022.10.16
1059,GT-19-00758,가시광 응답형 광촉매를 코팅한 석탄회 재활용 점토벽돌 제조기술,T100302,코코세라믹 주식회사,환경부,2019.10.17,2022.10.16
1060,GT-19-00757,GPIO 포트를 활용한 컴퓨터 에너지 절감 기술,T040601,(주)리퓨터,중소벤처기업부,2019.10.17,2022.10.16
1061,GT-19-00759,고탄성 신소재를 이용한 컨베이어 벨트 구름저항 감쇠 및 컨베이어 이송라인 에너지 절감 기술,T100503,동일고무벨트 주식회사,중소벤처기업부,2019.10.17,2022.10.16
1062,GT-19-00761,재생 저밀도 및 고밀도 폴리에틸렌을 이용한 종량제봉투 제조 기술,T100503,인테크,중소벤처기업부,2019.10.17,2022.10.16
1063,GT-19-00760,지중열교환기와 축열 탱크의 융복합 축열방식을 이용한 히트펌프 성능계수 향상(COP) 기술,T010801,(주)에너지컨설팅,중소벤처기업부,2019.10.17,2022.10.16
1064,GT-19-00762,폐열회수형 항온항습 히트펌프 시스템 기술,T080205,주식회사 이디세븐,과학기술정보통신부,2019.10.17,2022.10.16
1065,GT-19-00766,교통신호제어 시스템의 조광제어기술,T020703,샤이니테크 주식회사,산업통상자원부,2019.10.17,2022.10.16
1066,GT-19-00767,목적부 조명방식과 내부반사구조를 이용한 LED 조명식 표지판 제작기술,T080203,(주)세한이노테크,중소벤처기업부,2019.10.17,2022.10.16
1067,GT-19-00772,화재대피 유도기능이 부여된 스마트조명 제어기술,T020701,주식회사 포스라이팅,환경부,2019.10.17,2022.10.16
1068,GT-19-00768,유압식 수문을 이용한 하수관거 제어 기술,T030503,(주)한국융합아이티,환경부,2019.10.17,2022.10.16
1069,GT-19-00771,유리와 알루미늄 사이 2중 분리 소재를 적용하여 단열 및 기밀 성능을 향상시킨 창호 제조기술,T100503,(주)동수건설,환경부,2019.10.17,2022.10.16
1070,GT-19-00769,CHIPSET 신호를 이용한 대기전력 차단 및 펌웨어 제어를 통한 절전형 컴퓨터 기술,T040501,(주)알파스캔디스플레이,중소벤처기업부,2019.10.17,2022.10.16
1071,GT-19-00770,펌웨어에 의해 스위칭되는 에너지 절감형 모니터기술,T040501,(주)알파스캔디스플레이,중소벤처기업부,2019.10.17,2022.10.16
1072,GT-16-00128,LED 터널등 기구의 방열 및 배광 기술,T020703,주식회사 나로텍,중소벤처기업부,2016.10.06,2022.10.05
1073,GT-16-00122,고탄성 도막재와 자착형 시트를 이용한 비노출 복합방수공법 (O₂System),T100503,(주)세원방수,국토교통부,2016.10.06,2022.10.05
1074,GT-16-00130,비아(Via) 홀에 은 (Ag)이 충진된 LED 등기구 용 수직 열전달 기술,T040103,(주)테크엔,과학기술정보통신부,2016.10.06,2022.10.05
