순번,인증번호,기술명칭,분류코드,기관명,발급부처,인증확정일,인증만료일
541,GT-21-01156,트러스단열프레임을 이용한 열교가 저감된 건식 외단열 시공기술(TIFUS공법) ,T060401,쌍용건설(주),국토교통부,2021.05.20,2024.05.19
542,GT-21-01149,트러스단열프레임을 이용한 열교가 저감된 건식 외단열 시공기술(TIFUS공법) ,T060401,(주)티푸스코리아,국토교통부,2021.05.20,2024.05.19
543,GT-21-01155,트러스단열프레임을 이용한 열교가 저감된 건식 외단열 시공기술(TIFUS공법) ,T060401,생고뱅이소바코리아(주),국토교통부,2021.05.20,2024.05.19
544,GT-21-01153,24시간 주변환경 감응형 예측진단 광섬유 발광형 표지판 제조기술,T020703,(주)에이엘테크,중소벤처기업부,2021.05.20,2024.05.19
545,GT-21-01157,고함량 부틸고무 컴파운드로 구성된 부분 점착 형 방수시트를 활용한 복합방수공법,T100503,(주)삼성건업,중소벤처기업부,2021.05.20,2024.05.19
546,GT-21-01158,IOT를 기반한 실내 공기질 관리 및 제어기능을 갖춘 미들웨어 원격 자동제어 시스템 개발 기술,T040501,오리온시스템즈(주),중소벤처기업부,2021.05.20,2024.05.19
547,GT-18-00448,분산형 비디오 와 디스플레이 전원 제어를 이용한 그린 네트워크 영상 표출 기술,T060101,(주)뷰텍솔루션,과학기술정보통신부,2018.05.17,2024.05.16
548,GT-18-00451,고무폐기물을 재활용한 고무발포 단열재 생산기술,T100302,주식회사셀테크,환경부,2018.05.17,2024.05.16
549,GT-18-00444,폐유와 폐고무를 활용한 고점착 비경화형 합성고무계 방수재 제조기술,T100302,(주)리뉴시스템,국토교통부,2018.05.17,2024.05.16
550,GT-18-00446,생분해성이 우수한 내한용 합성계면활성제 포소화약제 제조기술,T100503,혜정산업(주),중소벤처기업부,2018.05.17,2024.05.16
551,GT-18-00456,컴퓨터의 대기 전력 및 소비 전력 저감을 위한 소프트웨어 방식의 절전 기술,T040501,(주)에이텍,환경부,2018.05.17,2024.05.16
552,GT-18-00455,Control IC 내부 X-capacitor 방전 기능을 적용한 TV 대기전력 절감 기술,T020910,엘지전자주식회사,환경부,2018.05.17,2024.05.16
553,GT-18-00450,LED광효율을 높이는 전도성 수지 적용 LED 표준모듈 생산기술,T020703,다진테크 주식회사,산업통상자원부,2018.05.17,2024.05.16
554,GT-18-00452,스토퍼를 적용하여 기밀성을 향상한 알루미늄 미닫이 창문 제조 기술,T100503,(주)효성금속,환경부,2018.05.17,2024.05.16
555,GT-18-00449,기록물 DB구축 공정관리 기술,T040405,(주)쇼우테크,과학기술정보통신부,2018.05.17,2024.05.16
556,GT-18-00453,전처리 기능이 개선된 나무여과상자를 통한 비점오염원 정화기술,T030804,청호환경개발(주),환경부,2018.05.17,2024.05.16
557,GT-18-00426,지반개량용 고화재 제조기술,T100302,대호산업개발(주),국토교통부,2018.04.19,2024.04.18
558,GT-18-00430,입력신호의 패턴분석을 통하여 자가 절전모드를 지원하는 모니터 절전기술,T040501,(주)컴트리,중소벤처기업부,2018.04.19,2024.04.18
559,GT-18-00429,시스템자원사용량에 따라 전원공급을 최적화하는 컴퓨터 절전기술,T040501,(주)컴트리,중소벤처기업부,2018.04.19,2024.04.18
560,GT-18-00431,컴퓨터 비디오신호를 이용한 모니터 대기전력 관리기술,T040501,(주)트리엠,중소벤처기업부,2018.04.19,2024.04.18
561,GT-18-00438,초저NOx 버너 및 고건도 기수분리기를 적용한 가스 증기 보일러 기술,T020906,(주)부-스타,산업통상자원부,2018.04.19,2024.04.18
562,GT-18-00427,ATP시스템을 이용한 에너지 효율 향상 열차제어기술,T050602,(주)서우건설산업,국토교통부,2018.04.19,2024.04.18
563,GT-18-00437,초 저NOx 버너와 배기가스 재순환 제어를 접목한 연소기술,T020906,(주)부-스타,산업통상자원부,2018.04.19,2024.04.18
564,GT-18-00433,배관재(양변기 엘보) 제조기술,T100503,주식회사 진안,중소벤처기업부,2018.04.19,2024.04.18
565,GT-21-01097,도로 표면의 보이지 않는 미세먼지를 저감 시키는 친환경 액상 제설제 제조 기술,T100503,(주)지오에코텍,중소벤처기업부,2021.04.15,2024.04.14
566,GT-21-01101,이산사건시스템형식론 기반의 에너지절감 기술,T040501,(주)라인디지털,과학기술정보통신부,2021.04.15,2024.04.14
567,GT-21-01095,인장강도가 향상된 탄성포장재 제조 기술,T100503,(주)아트캠,중소벤처기업부,2021.04.15,2024.04.14
568,GT-21-01098,기체상 이산화염소를 이용하여 소각장 배기가스 중의 질소산화물을 제거하는 설비,T100707,유한회사 네오클,환경부,2021.04.15,2024.04.14
569,GT-21-01090,PPS 수지로 바디를 구성하여 내구성이 향상된 수도미터 제조 기술,T100503,주식회사 대한계전,중소벤처기업부,2021.04.15,2024.04.14
570,GT-21-01093,후처리를 통한 와인 부산물의 향장 소재 개발 기술,T100404,주식회사 디캔트,환경부,2021.04.15,2024.04.14
571,GT-21-01091,아스팔트 컴파운드 간 접합부 일체성이 강화된 자착시 비노출 방수기술,T100503,(주)엘엔케이시설물,중소벤처기업부,2021.04.15,2024.04.14
572,GT-21-01106,고로 슬래그 미분말을 사용한 자가발포 경량기포 콘크리트 외벽몰딩,T100302,현대엔지니어링(주),국토교통부,2021.04.15,2024.04.14
573,GT-21-01092,중심축 회전을 이용한 2 Layer 다이캐스팅 방식의 비닐봉투 제조기술,T100503,대림비닐공업주식회사,환경부,2021.04.15,2024.04.14
574,GT-21-01100,드라이 그린 점착 복합시트 기술,T100503,한국건설생활환경시험연구원,중소벤처기업부,2021.04.15,2024.04.14
575,GT-21-01099,드라이 그린 점착 복합시트 기술,T100503,아하방수텍(주),중소벤처기업부,2021.04.15,2024.04.14
576,GT-21-01103,"천연기반의 안전성과 지속성이 우수한 친환경 항균, 살균 기능성의 Health-Guard 소재 제조 기술",T100503,(주)엔바이오,중소벤처기업부,2021.04.15,2024.04.14
577,GT-21-01094,"휨강도(보통, 투수성블록) 및 압축강도(옹벽블록)가 향상된 콘크리트 블록 제조 기술",T100503,(주)아트캠,중소벤처기업부,2021.04.15,2024.04.14
578,GT-21-01096,굴껍데기 및 천연추출물을 이용한 살균력이 부여된 세정제 제조기술,T100501,(주)다래월드,중소벤처기업부,2021.04.15,2024.04.14
579,GT-21-01107,고로 슬래그 미분말을 사용한 자가발포 경량기포 콘크리트 외벽 몰딩,T100302,(주)에이스패널,국토교통부,2021.04.15,2024.04.14
580,GT-21-01102,폐석재를 이용한 포장블록(보차도용) 제조 기술,T100302,통명석재주식회사,환경부,2021.04.15,2024.04.14
581,GT-21-01105,흡방습 기능을 가진 목질계 실내용 건축 마감재 및 제조방법,T060405,주식회사 가온우드,환경부,2021.04.15,2024.04.14
582,GT-21-01108,생분해도가 높은 다기능 소화약제 제조기술,T100503,혜정산업(주),중소벤처기업부,2021.04.15,2024.04.14
583,GT-21-01112,니트용 액체 암모니아 가공 공정 기술,T070802,한국섬유소재연구원,산업통상자원부,2021.04.15,2024.04.14
584,GT-21-01114,에너지 효율을 향상하고 이중 소화장치를 갖는 태양광발전장치 제조기술,T010105,이앤에이치(주),중소벤처기업부,2021.04.15,2024.04.14
585,GT-21-01104,능동형 접속함 일체형 태양광 발전장치 제조기술,T010105,(주)동이에코스,중소벤처기업부,2021.04.15,2024.04.14
586,GT-21-01109,중밀도 섬유판재(MDF)용 유해물질 발생 저감형 표면처리기술,T100503,주식회사 위드퍼,환경부,2021.04.15,2024.04.14
587,GT-21-01110,친환경 발수가공 기법을 이용한 흡한속건 향상 원단 제조기술 ,T070803,(주)제일,산업통상자원부,2021.04.15,2024.04.14
588,GT-21-01113,순환 굵은골재와 재생플라스틱 필터로 구성된 반구형 수로관 제조기술,T100302,선진기업(주),환경부,2021.04.15,2024.04.14
589,GT-21-01115,잉여전력제어 및 스마트 소방방재시스템 에너지저장장치 제조기술,T040906,이앤에이치(주),중소벤처기업부,2021.04.15,2024.04.14
590,GT-21-01116,하수처리시설의 IoT 기반 에너지 절감형 운영 기술,T040804,(주)서인지엔티,중소벤처기업부,2021.04.15,2024.04.14
591,GT-21-01117,VID를 이용한 컴퓨터 시스템의 에너지 절감 방법,T040501,(주)다나와컴퓨터,중소벤처기업부,2021.04.15,2024.04.14
592,GT-21-01111,위·변조·복제 방지 시스템을 적용한 재생PE 종량제 쓰레기봉투 제조기술,T100503,한영공업사,중소벤처기업부,2021.04.15,2024.04.14
593,GT-21-01119,산화그래핀이 함유된 금속 혼합물을 이용한 철재 및 콘크리트 표면 보수·보호 공법 (CORUSEAL-GR),T100503,(주)삼주유니콘,중소벤처기업부,2021.04.15,2024.04.14
594,GT-21-01122,수분 침투성 및 확산성이 향상된 흡한속건성 티셔츠 제조기술,T100503,(주)인덱스에프앤씨,중소벤처기업부,2021.04.15,2024.04.14
595,GT-21-01118,"위험전력, 낭비전력 분석으로 최적화된 모니터링 및 제어기술(All-in-one서비스)",T040502,(주)네트워크코리아,중소벤처기업부,2021.04.15,2024.04.14
596,GT-21-01121,수분침투성 및 확산성이 향상된 흡한속건성 드로우즈 제조기술,T100503,(주)인덱스에프앤씨,중소벤처기업부,2021.04.15,2024.04.14
597,GT-21-01120,드라이아이스 미세칩을 이용한 탈질촉매 재생 기술,T080302,주식회사 지스코,환경부,2021.04.15,2024.04.14
598,GT-21-01123,응용프로그램 감지형 컴퓨터 전력 절감 기술,T040501,(주)엔와이컴퓨터,중소벤처기업부,2021.04.15,2024.04.14
599,GT-21-01124,빌딩자동제어 무선통신을 이용한 열선 전력제어 기술,T040502,(주)일품이앤씨,중소벤처기업부,2021.04.15,2024.04.14
600,GT-21-01126,"무해한 천연물질을 사용한 탈취성, 항균성, 보온성을 갖는 소재 제조기술",T070803,삼환티에프,산업통상자원부,2021.04.15,2024.04.14
601,GT-21-01125,+2℃이상의 발열성을 가진 친환경 발열 충전재를 적용한 의류 제조 기술,T070802,두진양행(주),산업통상자원부,2021.04.15,2024.04.14
602,GT-21-01065,자원절약형 전자서식(e-Form) 생성 및 활용 기술,T040504,주식회사 이폼웍스,과학기술정보통신부,2021.03.11,2024.03.10
603,GT-21-01079,고효율 고출력 파워앰프 제조 기술,T041405,가락전자(주),과학기술정보통신부,2021.03.11,2024.03.10
604,GT-21-01057,인조잔디 충전제 및 탄성포장재용 실란가교 폴리올레핀 탄성칩 제조기술,T080101,화인케미칼(주),환경부,2021.03.11,2024.03.10
605,GT-21-01058, 응집효율이 향상된 폴리염화알루미늄 제조기술,T100503,(주)삼주,중소벤처기업부,2021.03.11,2024.03.10
606,GT-21-01059,올레핀계 엘라스토머 배합으로 강도 및 인성을 향상하고 환경부하를 저감한 PPS 수지 컴파운드 제조기술,T100503,도레이첨단소재 주식회사,환경부,2021.03.11,2024.03.10
607,GT-21-01060,천연 코르크 껍질을 이용한 바이오 가죽 소재 기술,T100501,주식회사 엘앤제이,중소벤처기업부,2021.03.11,2024.03.10
608,GT-21-01061,연속회분식 반응조 에너지 절감형 거대기포 교반장치,T030803,(주) 태영건설,환경부,2021.03.11,2024.03.10
609,GT-21-01062,VOC 저감형 선박 및 기자재용 식물성 오일계 코팅제 제조기술,T050401,(주)에프알에스아이,해양수산부,2021.03.11,2024.03.10
610,GT-21-01063,컴퓨터와 모니터 장치의 효율적인 모니터링을 통한 절전형 컴퓨터 전력 절감 기술 ,T040501,현대컴퓨터(주),중소벤처기업부,2021.03.11,2024.03.10
611,GT-21-01064,가변농축 및 저온촉매 연소기술에 의한 VOCs 제거기술,T100706,창성엔지니어링(주),환경부,2021.03.11,2024.03.10
612,GT-21-01074,태양광 발전시스템으로 구동하는 EPD를 적용한 버스정보안내기 기술,T040404,사이텍 주식회사,산업통상자원부,2021.03.11,2024.03.10
613,GT-21-01067,카사바 전분을 포함한 생분해성 수지원료 컴파운딩 기술,T100501,그린웨일글로벌 주식회사,환경부,2021.03.11,2024.03.10
614,GT-21-01068,송전용량 증대 가능한 비가교 폴리프로필렌 절연 전력케이블 제조 기술,T100503,일진전기 주식회사,환경부,2021.03.11,2024.03.10
615,GT-21-01066,중공부를 일정하게 충전한 재활용 PE 중공충전벽관 제조기술,T030901,푸른나래(주),환경부,2021.03.11,2024.03.10
616,GT-21-01078,이차전지용 박막형 파우치 필름,T041301,주식회사 비티엘첨단소재,산업통상자원부,2021.03.11,2024.03.10
617,GT-21-01072,우분에서 추출한 고순도 셀룰로오스를 활용한 고효율 고체연료 생산 기술,T100403,한양대학교산학협력단,중소벤처기업부,2021.03.11,2024.03.10
618,GT-21-01069,분산형 스마트 LED조명 제어 시스템,T040108,(주)에이스엘이디,환경부,2021.03.11,2024.03.10
619,GT-21-01071,가축 번식능력향상을 위한 극미약광 응용기술,T090303,(주)바이오라이트,농림축산식품부,2021.03.11,2024.03.10
620,GT-21-01070,"자동 벌집 인출, 탈봉 및 적재 기술",T090102,대성,농림축산식품부,2021.03.11,2024.03.10
621,GT-21-01073,분해조립이 가능하고 단열성이 우수한 금속제창 제조기술,T100503,(주) 성원엔지니어링,중소벤처기업부,2021.03.11,2024.03.10
622,GT-21-01077,하이브리드 클라우드를 이용한 전자문서 관리 기술,T040504,(주)악어디지털,중소벤처기업부,2021.03.11,2024.03.10
623,GT-21-01075,공기조화용 폐기물저감 리필형 복합필터 제조기술,T100303,대영공조휠터(주),환경부,2021.03.11,2024.03.10
624,GT-21-01076,정밀 제어용 전동식 밸브 엑추에이터 제조기술,T100503,(주)신이콘텍,중소벤처기업부,2021.03.11,2024.03.10
625,GT-21-01083,72.5㎸ 친환경 가스절연 개폐장치 개발 기술,T020203,선도전기주식회사,과학기술정보통신부,2021.03.11,2024.03.10
626,GT-21-01080,산업용 및 주방용품용 알루미늄 주조 소재 개발 기술,T070702,에스엘엠글로벌,산업통상자원부,2021.03.11,2024.03.10
627,GT-21-01081,엣지 방식 조사를 통한 고 균일도 및 광확산 실내용 LED 조명 장치 기술,T020701,룩스텍,중소벤처기업부,2021.03.11,2024.03.10
628,GT-21-01082,다량의 우모(羽毛)해리 기술이 접목된 비닐하우스용 오리털 보온커튼 제조법,T090303,(주)현성부직포,농림축산식품부,2021.03.11,2024.03.10
629,GT-21-01084,흡한속건성 원단을 활용한 피부에 직접 접촉하는 밀착형 의류 제조 기술,T100503,한실어패럴,중소벤처기업부,2021.03.11,2024.03.10
630,GT-21-01085,2중 방풍구조를 갖는 고기밀성 창호제조기술,T100503,(주)대광개발,중소벤처기업부,2021.03.11,2024.03.10
631,GT-21-01087,손실되는 빛을 활성화하기 위한 반사구성을 갖는 LED조명 모듈 기술,T020701,엘티스(주),중소벤처기업부,2021.03.11,2024.03.10
632,GT-21-01086,"다중모니터 환경에서의 유휴감지와 비디오네이터 분석을 통한 컴퓨터 시스템의 전력절감기술(데스크톱컴퓨터,액정모니터)",T040501,사단법인 한국사회적일자리개발원,중소벤처기업부,2021.03.11,2024.03.10
633,GT-21-01088,면광 발산부 구조 개선을 통한 고효율 실내용 LED 조명 장치 ,T020701,주식회사 시우라이팅,중소벤처기업부,2021.03.11,2024.03.10
634,GT-21-01089,승강기 시스템에 적용한 인버터 제어방식의 회생제동장치,T060403,(주)에너지파트너즈,환경부,2021.03.11,2024.03.10
635,GT-18-00423,고탄성 섬유여재를 이용한 부상식 압축여과 기술,T030804,블루그린링크(주),환경부,2018.03.08,2024.03.07
636,GT-18-00409,마이크로버블과 삼단격벽식 부상분리장치를 이용한 강우시 미처리 하수처리기술,T030804,맑은물사업소,환경부,2018.03.08,2024.03.07
637,GT-18-00410,가스켓과 기밀블럭을 이용한 풍지판이 없는 미서기창 구조기술 ,T100503,주식회사 글로윈스,환경부,2018.03.08,2024.03.07
638,GT-18-00420,고단열성 기능을 갖는 친환경 금속제창 제조기술,T100503,(주)예광창호,중소벤처기업부,2018.03.08,2024.03.07
639,GT-18-00413,정수 및 폐수 처리용 저염기도 폴리염화알루미늄계 무기응집제의 제조 기술,T100503,주식회사홍원산업,중소벤처기업부,2018.03.08,2024.03.07
640,GT-18-00417,폴리머를 이용하여 제작된 히트싱크가 적용된 LED 옥외조명 제작기술,T020703,인스엘이디 주식회사,중소벤처기업부,2018.03.08,2024.03.07
641,GT-18-00422,냉각핀 성형 냉각판을 가진 소자 집중 방열식 조명기판을 활용한 LED 조명 제조기술,T020701,(주)성안조명,중소벤처기업부,2018.03.08,2024.03.07
642,GT-18-00411,커튼월 본체와 지지바 분리 프레임 구조로 구성된 창호단열시스템,T100503,주식회사 글로윈스,환경부,2018.03.08,2024.03.07
643,GT-18-00408,배출면을 이용한 자연대류 열순환과 열기 배출 촉진장치로 열기 배출을 향상시킨 수배전반 제조기술,T040904,(주)일신전기,중소벤처기업부,2018.03.08,2024.03.07
644,GT-18-00414,양방향 PWM 컨버터 운전전환제어 및 회생제어 기술이 적용된 무정전전원장치 시스템 기술,T040503,국제통신공업(주),중소벤처기업부,2018.03.08,2024.03.07
645,GT-18-00416,실란 커플링 에이전트를 적용한 바닥 마감재 제조기술,T100503,(주) 플러스원,환경부,2018.03.08,2024.03.07
646,GT-18-00406,과열수증기를 이용한 활성탄 자동재생시스템이 탑재된 수처리 여과기에 의한 하폐수 처리수 재이용기술,T030802,(주)윈텍글로비스,과학기술정보통신부,2018.03.08,2024.03.07
647,GT-18-00404,실내공기 정화기능을 갖는 열회수형 환기시스템 기술,T100702,(주)하츠,환경부,2018.03.08,2024.03.07
648,GT-21-01040,유해물질(시안화합물 및 4대 중금속) 대체 알칼리 전기도금 기술,T080101,금테크,중소벤처기업부,2021.01.28,2024.01.27
649,GT-21-01039,3층 구조로 이루어진 초발수 기능을 갖는 흡수속건성 의류,T070802,지앤지엔터프라이즈,산업통상자원부,2021.01.28,2024.01.27
650,GT-21-01056,공공기록물 디지털화 및 DB구축을 위한 공정관리기술,T040504,(주)디앤디기술,중소벤처기업부,2021.01.28,2024.01.27
651,GT-21-01026,에너지 절약형 바이오가스 열병합 발전시스템,T010505,(주)지엔씨에너지,환경부,2021.01.28,2024.01.27
652,GT-21-01050,전동식 슈퍼차저를 이용한 마일드하이브리드 차량용 엔진 정밀 과급(부스팅) 기술,T050101,현대위아(주),과학기술정보통신부,2021.01.28,2024.01.27
653,GT-21-01041,대기전력저감 및 잔광제거 기술을 적용한 조명 및 조명등기구용 제어장치 제조기술,T020701,주식회사 빛누리,환경부,2021.01.28,2024.01.27
654,GT-21-01029,수요반응(Demand Response) SW를 활용한 전기자동차 충전기술,T040502,(주)이카플러그,중소벤처기업부,2021.01.28,2024.01.27
655,GT-21-01035,수평왕복형 분리막 세정장치를 적용한 분리막 하수고도처리 기술,T030801,코오롱글로벌(주),환경부,2021.01.28,2024.01.27
656,GT-21-01027,순환유동층상 보일러 플라이애시(CFBC-ash)를 이용한 지반용 시멘트계 고화재 제조기술,T100302,(주)위드엠텍,환경부,2021.01.28,2024.01.27
657,GT-21-01028,순환유동층상 보일러 플라이애시(CFBC-ash)를 이용한 지반용 시멘트계 고화재 제조기술,T100302,케이씨그린소재(주),환경부,2021.01.28,2024.01.27
658,GT-21-01030,수성 아크릴계 코팅액을 이용한 지오그리드 제조기술,T100503,(주)세원그리드,환경부,2021.01.28,2024.01.27
659,GT-21-01031,요홈 구조를 갖는 고밀도 폴리에틸렌관의 제조기술,T030901,주식회사 엔시테크,환경부,2021.01.28,2024.01.27
660,GT-21-01032,저속 교반식 내장형 침전지와 부상 내장형 침전지를 활용한 고품질 하수처리수 생산기술,T030801,(주)아쿠아테크,환경부,2021.01.28,2024.01.27
661,GT-21-01033,순환유동층상 보일러 플라이애시(CFBC-ash)를 이용한 지반용 시멘트계 고화재 제조기술,T100302,한국기초소재(주),환경부,2021.01.28,2024.01.27
662,GT-21-01045,니트용 CPB염색(Cold Pad Batch Dyeing) 시스템,T070802,한국섬유소재연구원,산업통상자원부,2021.01.28,2024.01.27
663,GT-21-01044,고이온 전도성 전해질 신소재를 적용한 고체산화물연료전지용 평판형 셀 제조기술,T010211,(주)케이세라셀,산업통상자원부,2021.01.28,2024.01.27
664,GT-21-01036,수평왕복형 분리막 세정장치를 적용한 분리막 하수고도처리 기술,T030801,(주)테크비전,환경부,2021.01.28,2024.01.27
665,GT-21-01034,응축기 방열을 재이용한 냉각제습기술,T060403,한국공조기술개발(주),환경부,2021.01.28,2024.01.27
666,GT-21-01037,확장형 스크린을 구비한 제진기,T030803,하나산업,환경부,2021.01.28,2024.01.27
667,GT-21-01038,열방출 차단형 아스콘 보온박스 제조기술,T100502,(주)리팔트코리아,중소벤처기업부,2021.01.28,2024.01.27
668,GT-21-01049,아크릴계 차열도료와 분사 및 롤링 도포가 가능한 폴리우레아 수지 도막방수재 제조 및 설치 기술,T100503,한라케미칼(주),환경부,2021.01.28,2024.01.27
669,GT-21-01042,다숨-기능성 무기질 도료(폼알데하이드 흡착/제거기술),T060405,명진에코(주),국토교통부,2021.01.28,2024.01.27
670,GT-21-01051,스마트 선번관리 및 장애처리 기반의 관리형 통합배선반,T041603,국제텔레시스(주),과학기술정보통신부,2021.01.28,2024.01.27
671,GT-21-01043,다중구조 실리콘을 적용한 인조잔디용 하이브리드 충진재 기술,T100503,디와이에코,중소벤처기업부,2021.01.28,2024.01.27
672,GT-21-01048,고수분 전이성을 갖는 냉감성 의류 제조기술,T070802,엠플러스에프엔씨(주),중소벤처기업부,2021.01.28,2024.01.27
673,GT-21-01047,관 파쇄기술을 적용한 노후 매설관로 비굴착 교체기술 ,T030901,(주)특수건설,환경부,2021.01.28,2024.01.27
674,GT-21-01046,폐열활용 에너지절약 오븐 제조기술,T090605,(주)효신테크,농림축산식품부,2021.01.28,2024.01.27
675,GT-21-01052,CPU전력제어에 의한 컴퓨터 전력 절감기술,T040501,(주)레드스톤시스템,환경부,2021.01.28,2024.01.27
676,GT-21-01055,가소성분 분리 방지형 자착식 고무 아스팔트시트를 부분 부착하여 무절점 인장응력 발생을 억제한 복합방수기술,T100503,티알피건설(주),중소벤처기업부,2021.01.28,2024.01.27
677,GT-21-01054,흡한속건성을 갖춘 편발편흡의류 제조기술,T100503,5.18민주화운동부상자회,중소벤처기업부,2021.01.28,2024.01.27
678,GT-21-01053,가변형 적층 흡수식 복합오염 악취물질 탈취 기술,T100402,(주)신화엔바텍,중소벤처기업부,2021.01.28,2024.01.27
679,GT-18-00387,부틸재생고무를 이용한 내한성 및 시공성 향상 친환경 자착식 방수시트 제조 기술,T100503,대보건설(주),중소벤처기업부,2018.01.18,2024.01.17
680,GT-18-00389,LED 터널 등기구의 방수기능 향상을 위한 기밀패킹 구조 기술,T020703,(주)디케이조명,과학기술정보통신부,2018.01.18,2024.01.17
681,GT-18-00388,부틸재생고무를 이용한 내한성 및 시공성 향상 친환경 자착식 방수시트 제조 기술,T100503,(주)한국콘젝트시스템,중소벤처기업부,2018.01.18,2024.01.17
682,GT-18-00399,왕겨나 폐목분을 사용한 경량 합성목재 제조기술,T100503,(주)애니우드,환경부,2018.01.18,2024.01.17
683,GT-18-00394,마이컴에 입력되는 신호에 따라 전원을 제어하는 모니터 절전기술,T040501,제이씨현시스템(주),중소벤처기업부,2018.01.18,2024.01.17
684,GT-18-00400,폐합성수지를 이용한 적층 충전벽관 제조기술,T100302,그린폴리텍(주),환경부,2018.01.18,2024.01.17
685,GT-18-00393,중앙 집중관리 팩스 시스템을 이용하여 회선이용효율향상 및 전자문서 변환이 가능한 웹팩스 구현 기술,T040504,인콤정보통신(주),중소벤처기업부,2018.01.18,2024.01.17
686,GT-18-00395,음식쓰레기의 수처리를 위한 진공건조장치 제작기술,T100402,이엠솔루션주식회사,중소벤처기업부,2018.01.18,2024.01.17
687,GT-18-00397,메모리전원 제어신호를 이용한 대기전력 차단 및 절전 기술,T040501,(주)다나와컴퓨터,중소벤처기업부,2018.01.18,2024.01.17
688,GT-20-01021,분산성을 향상시켜 균일한 성능과 내구성을 강화한 상하수도관 제조기술,T030901,(주)고비,환경부,2020.12.17,2023.12.16
689,GT-20-01011,오토 파워 레귤레이션 LED투광조명 기술,T020703,주식회사 아크로,중소벤처기업부,2020.12.17,2023.12.16
690,GT-20-01006,탄성포장재용 프탈레이트계 및 중금속 비함유 폴리우레탄 바인더 제조기술,T100503,광진산업(주),환경부,2020.12.17,2023.12.16
691,GT-20-01015,1급 불연흡음 금속천장재 제조기술,T100303,주식회사 젠픽스,국토교통부,2020.12.17,2023.12.16
692,GT-20-01002,3차원 지형공간정보를 이용한 공동주택 설계안의 일조 시뮬레이션 기술,T040502,주식회사 텐일레븐,과학기술정보통신부,2020.12.17,2023.12.16
693,GT-20-01017,이산화티탄을 이용한 인조잔디 제조기술,T100503,주식회사 이원,환경부,2020.12.17,2023.12.16
694,GT-20-01004,건마늘분말을 사용한 큐브형 조미료 제조기술,T090501,정성깃든,농림축산식품부,2020.12.17,2023.12.16
695,GT-20-01003,바이패스 댐퍼 일체형 송풍기를 적용한 전열교환기술,T060403,(주)정민,환경부,2020.12.17,2023.12.16
696,GT-20-01014,"온배수 수열원 활용 기반, 시설온실의 에너지 및 탄소 저감 기술 구현",T090102,(주)인터텍,농림축산식품부,2020.12.17,2023.12.16
697,GT-20-01005,풍력을 활용한 두더지 퇴치 기술,T090102,에코팜,농림축산식품부,2020.12.17,2023.12.16
698,GT-20-01007,컬러별 밝기보상 및 컬러 PWM 신호 제어를 통하여 소비전력을 절감하는 모니터 기술,T040501,위더스컴퓨터(주),중소벤처기업부,2020.12.17,2023.12.16
699,GT-20-01009,수성 잉크를 이용한 플라스틱 필름 포장재 제조기술,T100503,(주)유래코,농림축산식품부,2020.12.17,2023.12.16
700,GT-20-01020,폐쇄회로 순환식 증기보일러의 응축수 회수기술,T080204,(주)미래테크인,환경부,2020.12.17,2023.12.16
701,GT-20-01008,사무용지 포장용 조립식 상자 제조기술 ,T100503,주식회사 경기도장애인기업,환경부,2020.12.17,2023.12.16
702,GT-20-01010,환경독성물질 저감 잉크를 이용한 포장재 제조 기술,T100503,(주)유상,농림축산식품부,2020.12.17,2023.12.16
703,GT-20-01025,고효율배광판 및 렌즈조합형 커버를 적용한 LED스포츠조명 등기구의 배광기술,T020908,(주)화신코리아,중소벤처기업부,2020.12.17,2023.12.16
704,GT-20-01019,알루미늄 스크랩을 활용한 온돌용 열전도판 제조기술,T100302,주식회사스피폭스,환경부,2020.12.17,2023.12.16
705,GT-20-01016,적산 열량계 중온수용 초음파식 유량부 제조기술,T040805,(주)에이치에스씨엠티 ,중소벤처기업부,2020.12.17,2023.12.16
706,GT-20-01013,통풍성과 흡한속건성을 갖춘 내의류 제조기술,T100503,주식회사 인터다임,중소벤처기업부,2020.12.17,2023.12.16
707,GT-20-01012,발전량 추세분석을 통한 전력보상 기능을 갖춘 태양광 발전기술,T010105,주식회사 이투지,과학기술정보통신부,2020.12.17,2023.12.16
708,GT-20-01022,네트워크 신호를 이용한 절전컴퓨터 제조기술,T100503,(주)기린,중소벤처기업부,2020.12.17,2023.12.16
709,GT-20-01018,전자칠판 분야 조도 및 전원감지 센서를 적용한 소비 전력 절감 기술,T040501,(주)현대아이티,과학기술정보통신부,2020.12.17,2023.12.16
710,GT-20-01023,에너지 순환형 공압밸브제어시스템을 이용한 대형 공압식 액추에이터 제조 기술,T080203,(주)에치케이씨,중소벤처기업부,2020.12.17,2023.12.16
711,GT-20-01024,일체형 광학패턴 제조 기술을 활용한 실외용 LED 조명 장치 기술,T020703,덕원테크,중소벤처기업부,2020.12.17,2023.12.16
712,GT-17-00381,접합부가 개선된  폴리에틸렌 내.외면 코팅 수도용강관 제조기술,T030901,주식회사 코팅코리아,환경부,2017.12.14,2023.12.13
713,GT-17-00377,영상기반 페로몬 트랩을 이용한 무인 해충 예찰 시스템,T090102,주식회사 그린아그로텍 농업회사법인,농림축산식품부,2017.12.14,2023.12.13
714,GT-17-00379,건축자재용 수발포 경질 우레탄폼 제조 기술,T020203,(주)리드파워,환경부,2017.12.14,2023.12.13
